ID,Activity ID,Activity Name,Project ID,Project Name,Activity type,Parent WBS ID,Resources,Resource IDs,Primary Resource,Schedule % Complete,Activity Status,Planned Start,Actual Start,Planned Finish,Actual Finish,Predecessor Details,Predecessors,Successor Details,Successors,Project Week Planned Start,Project Week Actual Start,Project Week Planned Finish,Project Week Actual Finish,Project Month Planned Start,Project Month Actual Start,Project Month Planned Finish,Project Month Actual Finish,Activity nth Percentile Rank by Start Date,Total Float,Full Path,In Degree Original,Out Degree Original,Betweeness Centrality Original,Forward Reach Original,Reverse Reach Original,Duration Original,Critical Path Index Original,Page Rank Original,In Degree Normalized,Out Degree Normalized,Betweeness Centrality Normalized,Forward Reach Normalized,Reverse Reach Normalized,Duration Normalized,Critical Path Index Normalized,Page Rank Normalized
1.5.9.6.4,61583,"Concrete Structure Boiler Blowdown Structure  UHW",7112,"CCGTD1_IPS",WBS,"61582",,,,100,Complete,10/03/2017,23/02/2017,28/04/2017,29/03/2017,,,,,84,118,91,123,19,27,21,28,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;BOILER BLOWDOWN STRUCTURE"
1.5.9.6.4-1,SI1UHW2-45,"PREPARATION BASIC BUILDING DWGS  UHW",7112,"CCGTD1_IPS",TT_Task,"61583",-,-,-,100,TK_Complete,10/03/2017,23/02/2017,13/04/2017,29/03/2017,"SI-3412-20 FS,SI1UHW2-60 FF","SI-3412-20,SI1UHW2-60","","",84,118,89,123,19,27,20,28,3,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;BOILER BLOWDOWN STRUCTURE;Concrete Structure Boiler Blowdown Structure  UHW",2,0,0.0,0.0,0.0006103764,34,1.0,0.0001538896,0.0136986301,0.0,0.0,0.0,0.0019305019,0.0762331839,1.0,0.029768542
1.5.9.6.4-2,SI1UHW2-60,"(MS3) CONCRETE STRUCTURE FINAL DIMENSIONS LOADS AVAILABLE UHW",7112,"CCGTD1_IPS",TT_FinMile,"61583",-,-,-,100,TK_Complete,28/04/2017,21/03/2017,28/04/2017,21/03/2017,"","","SI1UHW2-45 FF","SI1UHW2-45",91,122,91,122,21,28,21,28,4,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;BOILER BLOWDOWN STRUCTURE;Concrete Structure Boiler Blowdown Structure  UHW",0,1,0.0,0.0002034588,0.0,0,1.0,0.0000812387,0.0,0.0030769231,0.0,0.0005221932,0.0,0.0,1.0,0.0
1.5.9.7,61570,"STEAM GENERATOR BUILDING",7112,"CCGTD1_IPS",WBS,"61565",,,,100,Complete,02/07/2016,09/07/2016,24/08/2018,30/08/2018,,,,,48,86,160,197,11,20,37,46,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA"
1.5.9.7.1,61581,"Electrical and I&C Equipment HRSG",7112,"CCGTD1_IPS",WBS,"61570",,,,100,Complete,10/06/2017,07/05/2017,08/08/2018,31/07/2018,,,,,97,129,158,193,22,30,36,45,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING"
1.5.9.7.1-1,SI1HA-2-70,"(DF) I&C DATA FOR HRSG",7112,"CCGTD1_IPS",TT_FinMile,"61581",-,-,-,100,TK_Complete,02/10/2017,05/09/2017,02/10/2017,05/09/2017,"SI-HA-2-10 FS,SI1CJF2-80 FS,SI-HA-2-65 FS","SI-HA-2-10,SI1CJF2-80,SI-HA-2-65","SI-L--2-70 FS,SI-C--2-55 FS","SI-L--2-70,SI-C--2-55",113,146,113,146,26,34,26,34,12,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Electrical and I&C Equipment HRSG",3,2,0.0000072871,0.0022380468,0.0032553408,0,1.0,0.0000812387,0.0205479452,0.0061538462,0.011,0.0057441253,0.0102960103,0.0,1.0,0.0
1.5.9.7.1-2,SI1CJF3-80,"(RFS) READY FOR SHIPMENT ELECTRICAL AND I&C-EQUIPMENT FOR HRSG",7112,"CCGTD1_IPS",TT_Mile,"61581",-,-,-,100,TK_Complete,06/07/2018,16/06/2018,06/07/2018,16/06/2018,"SI1CJF3-25 FS","SI1CJF3-25","SI1CJF4-42 FS","SI1CJF4-42",153,187,153,187,35,43,35,43,32,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Electrical and I&C Equipment HRSG",1,1,0.0000012421,0.0004069176,0.003051882,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.001875,0.0010443864,0.0096525097,0.0,1.0,0.0
1.5.9.7.1-3,SI1CJF4-40,"(OTD-OS) ON SITE ELECTRICAL AND I&C-EQUIPMENT FOR HRSG",7112,"CCGTD1_IPS",TT_FinMile,"61581",-,-,-,100,TK_Complete,08/08/2018,31/07/2018,08/08/2018,31/07/2018,"SI1CJF4-42 FS","SI1CJF4-42","","",158,193,158,193,36,45,36,45,34,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Electrical and I&C Equipment HRSG",1,0,0.0,0.0,0.0034587996,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0109395109,0.0,1.0,0.0
1.5.9.7.1-4,SI1HA-2-31,"DATA INPUT HRSG COMPLETED FOR I&C DESIGN",7112,"CCGTD1_IPS",TT_FinMile,"61581",-,-,-,100,TK_Complete,25/06/2017,09/06/2017,25/06/2017,09/06/2017,"SI-HA-2-10 FS","SI-HA-2-10","SI1CJF2-80 FS,SI-HA-2-68& SS,SI-HA-2-28# FS","SI1CJF2-80,SI-HA-2-68&,SI-HA-2-28#",99,134,99,134,23,31,23,31,7,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Electrical and I&C Equipment HRSG",1,2,0.0000009109,0.0036622584,0.0024415056,0,1.0,0.0000812387,0.0068493151,0.0061538462,0.001375,0.0093994778,0.0077220077,0.0,1.0,0.0
1.5.9.7.1-5,SI1CJF3-25,"DETAIL DESIGN, MANUFACTURING ELECTRICAL AND I&C-EQUIPMENT FOR HRSG",7112,"CCGTD1_IPS",TT_Task,"61581",-,-,-,100,TK_Complete,02/11/2017,03/10/2017,29/04/2018,15/06/2018,"SI1CJF2-80 FS","SI1CJF2-80","SI1CJF3-80 FS","SI1CJF3-80",118,150,143,187,27,35,33,43,14,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Electrical and I&C Equipment HRSG",1,1,0.000001739,0.0006103764,0.0028484232,178,0.0,0.0002158741,0.0068493151,0.0030769231,0.002625,0.0015665796,0.009009009,0.399103139,0.0,0.0551665795
1.5.9.7.1-6,SI1CJF4-42,"TRANSPORT ELECTRICAL AND I&C-EQUIPMENT FOR HRSG",7112,"CCGTD1_IPS",TT_Task,"61581",-,-,-,100,TK_Complete,06/07/2018,25/06/2018,08/08/2018,31/07/2018,"SI1CJF3-80 FS","SI1CJF3-80","SI1CJF4-40 FS","SI1CJF4-40",153,188,158,193,35,43,36,45,32,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Electrical and I&C Equipment HRSG",1,1,0.0000006625,0.0002034588,0.0032553408,33,0.8,0.0001503957,0.0068493151,0.0030769231,0.001,0.0005221932,0.0102960103,0.0739910314,0.8,0.0283369572
1.5.9.7.1-7,SI1CJF2-80,"BASIC DESIGN,QUOTATION STAGE, ODERING ELECTRICAL AND I&C-EQUIPMENT FOR HRSG",7112,"CCGTD1_IPS",TT_Task,"61581",-,-,-,100,TK_Complete,10/06/2017,07/05/2017,09/10/2017,02/10/2017,"SI1HA-2-85 FS,SI1HA-2-31 FS","SI1HA-2-85,SI1HA-2-31","SI1CJF3-25 FS,SI1HA-2-70 FS","SI1CJF3-25,SI1HA-2-70",97,129,114,150,22,30,26,35,7,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Electrical and I&C Equipment HRSG",2,2,0.0000076183,0.0032553408,0.0026449644,121,0.0,0.0001581872,0.0136986301,0.0061538462,0.0115,0.0083550914,0.0083655084,0.2713004484,0.0,0.0315294822
1.5.9.7.2,61580,"Mechanical Equipment Pipes",7112,"CCGTD1_IPS",WBS,"61570",,,,100,Complete,03/11/2016,03/11/2016,25/07/2018,18/08/2018,,,,,66,102,156,196,15,24,36,45,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING"
1.5.9.7.2-1,SI1HAD3E25,"BASIC DESIGN, DETAIL DESIGN, ORDERING, DELIVERY, MANUFACTURING PIPING MATERIAL HRSG",7112,"CCGTD1_IPS",TT_Task,"61580",-,-,-,100,TK_Complete,14/02/2017,01/02/2017,01/05/2018,25/06/2018,"SI1HA-2A11 FS","SI1HA-2A11","SI1HAD3E80 FS,SI1HA-3-25# FF,SI1HA-3-25# SS","SI1HAD3E80,SI1HA-3-25#,SI1HA-3-25#",80,115,143,188,18,27,33,43,2,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Pipes",1,1,0.0000009937,0.0004069176,0.0024415056,441,0.0,0.0002141207,0.0068493151,0.0030769231,0.0015,0.0010443864,0.0077220077,0.9887892377,0.0,0.0544481294
1.5.9.7.2-2,SI1HAD4E42,"TRANSPORT PIPING MATERIAL HRSG",7112,"CCGTD1_IPS",TT_Task,"61580",-,-,-,100,TK_Complete,06/07/2018,23/07/2018,25/07/2018,18/08/2018,"SI1HAD3E80 FS","SI1HAD3E80","SI1HA-4-25# SS,SI1HA-4-25# FF","SI1HA-4-25#,SI1HA-4-25#",153,192,156,196,35,44,36,45,32,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Pipes",1,0,0.0,0.0,0.0028484232,19,0.0,0.0001503957,0.0068493151,0.0,0.0,0.0,0.009009009,0.0426008969,0.0,0.0283369572
1.5.9.7.2-3,SI1HA-2A40,"AGREED PIPING DESIGN BASIC REPORT (PDBR)",7112,"CCGTD1_IPS",TT_Mile,"61580",-,-,-,100,TK_Complete,14/02/2017,01/02/2017,14/02/2017,01/02/2017,"SI1HA-2A11 FS","SI1HA-2A11","SI1HA-2A54 FS","SI1HA-2A54",80,115,80,115,18,27,18,27,2,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Pipes",1,1,0.0000024842,0.001017294,0.0024415056,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.00375,0.0026109661,0.0077220077,0.0,1.0,0.0
1.5.9.7.2-4,SI1HA-2E15,"PRELIMINARY PIPING DESIGN BASIC REPORT HRSG",7112,"CCGTD1_IPS",TT_FinMile,"61580",-,-,-,100,TK_Complete,31/01/2017,15/01/2017,31/01/2017,15/01/2017,"SI1HA-2-85 FS","SI1HA-2-85","SI1HA-2A11 FF","SI1HA-2A11",78,113,78,113,18,26,18,26,1,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Pipes",1,1,0.0,0.002034588,0.002034588,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0,0.0052219321,0.0064350064,0.0,1.0,0.0
1.5.9.7.2-5,SI1HAD4E44,"(OTD-OS) ON SITE PIPING MATERIAL HRSG",7112,"CCGTD1_IPS",TT_FinMile,"61580",-,-,-,100,TK_Complete,25/07/2018,18/08/2018,25/07/2018,18/08/2018,"","","","",156,196,156,196,36,45,36,45,32,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Pipes",0,0,0.0,0.0,0.0,0,1.0,0.0000812387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.5.9.7.2-6,SI1HAD3E80,"(RFS) READY FOR SHIPMENT PIPING MATERIAL HRSG",7112,"CCGTD1_IPS",TT_Mile,"61580",-,-,-,100,TK_Complete,06/07/2018,26/06/2018,06/07/2018,26/06/2018,"SI1HAD3E25 FS","SI1HAD3E25","SI1HAD4E42 FS","SI1HAD4E42",153,188,153,188,35,44,35,44,32,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Pipes",1,1,0.0000005383,0.0002034588,0.0026449644,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.0008125,0.0005221932,0.0083655084,0.0,1.0,0.0
1.5.9.7.2-7,SI1HA-2A11,"PROJECT SPECIFIC PRELIMINARY PIPE ROUTING AND SUPPORT CONCEPT HRSG",7112,"CCGTD1_IPS",TT_Task,"61580",-,-,-,100,TK_Complete,03/11/2016,03/11/2016,31/01/2017,31/01/2017,"SI1HA-2E15 FF,SI1HA-2-85 FS","SI1HA-2E15,SI1HA-2-85","SI1HAD3E25 FS,SI1HA-2A40 FS","SI1HAD3E25,SI1HA-2A40",66,102,78,115,15,24,18,26,0,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Pipes",2,2,0.000004099,0.0018311292,0.0022380468,89,1.0,0.0001561266,0.0136986301,0.0061538462,0.0061875,0.0046997389,0.0070785071,0.1995515695,1.0,0.030685178
1.5.9.7.2-8,SI1HA-2A55,"PIPE STRESS ANALYSIS AND REPORT FOR HRSG SYSTEMS LAB/LBA10/LBB/LBC AVAILABLE",7112,"CCGTD1_IPS",TT_FinMile,"61580",-,-,-,100,TK_Complete,30/04/2017,28/04/2017,30/04/2017,28/04/2017,"SI1HA-2A54 FS","SI1HA-2A54","SI1HA-2A56 FS","SI1HA-2A56",91,128,91,128,21,29,21,29,4,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Pipes",1,1,0.0000011593,0.0006103764,0.0028484232,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.00175,0.0015665796,0.009009009,0.0,1.0,0.0
1.5.9.7.2-9,SI1HA-2A56,"REVIEW PIPE STRESS CALCULATION FOR HRSG SYSTEMS LAB/LBA10/LBB/LBC",7112,"CCGTD1_IPS",TT_Task,"61580",-,-,-,100,TK_Complete,01/05/2017,29/04/2017,21/05/2017,03/08/2017,"SI1HA-2A55 FS","SI1HA-2A55","SI1HA-2E20 FS","SI1HA-2E20",91,128,94,141,21,29,22,33,4,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Pipes",1,1,0.0000006625,0.0004069176,0.003051882,20,0.0,0.0001503957,0.0068493151,0.0030769231,0.001,0.0010443864,0.0096525097,0.0448430493,0.0,0.0283369572
1.5.9.7.2-10,SI1HA-2E20,"(DF) BASIC DESIGN PIPE ROUTING FOR HRSG SYSTEMS LAB/LBA10/LBB/LBC",7112,"CCGTD1_IPS",TT_FinMile,"61580",-,-,-,100,TK_Complete,05/08/2017,07/07/2017,05/08/2017,07/07/2017,"SI1HA-2A56 FS","SI1HA-2A56","SI1HA-2A65 FS","SI1HA-2A65",105,138,105,138,24,32,24,32,9,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Pipes",1,1,0.0000000828,0.0002034588,0.0032553408,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.000125,0.0005221932,0.0102960103,0.0,1.0,0.0
1.5.9.7.2-11,SI1HA-2A65,"(DF) FINAL INPUT FOR M2 HRSG",7112,"CCGTD1_IPS",TT_FinMile,"61580",-,-,-,100,TK_Complete,05/08/2017,07/07/2017,05/08/2017,07/07/2017,"SI1HA-2E20 FS,SI1HA-2A54 SS","SI1HA-2E20,SI1HA-2A54","","",105,138,105,138,24,32,24,32,9,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Pipes",2,0,0.0,0.0,0.0034587996,0,1.0,0.0000812387,0.0136986301,0.0,0.0,0.0,0.0109395109,0.0,1.0,0.0
1.5.9.7.2-12,SI1HA-2A54,"STRESS ANALYSIS BY MTEC FOR HRSG-SYSTEMS LAB/LBA10/LBB/C",7112,"CCGTD1_IPS",TT_Task,"61580",-,-,-,100,TK_Complete,14/02/2017,01/02/2017,18/04/2017,28/04/2017,"SI1HA-2A40 FS","SI1HA-2A40","SI1HA-2A65 SS,SI1HA-2A55 FS","SI1HA-2A65,SI1HA-2A55",80,115,89,128,18,27,20,29,2,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Pipes",1,2,0.000002153,0.0008138352,0.0026449644,63,0.0,0.0001503957,0.0068493151,0.0061538462,0.00325,0.0020887728,0.0083655084,0.1412556054,0.0,0.0283369572
1.5.9.7.3,61579,"Mechanical Equipment Drums",7112,"CCGTD1_IPS",WBS,"61570",,,,100,Complete,03/11/2016,03/11/2016,27/05/2018,26/04/2018,,,,,66,102,147,179,15,24,34,41,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING"
1.5.9.7.3-1,SI1HA-3D25,"DESIGN, MANUFACTURING, DELIVERY HRSG DRUMS",7112,"CCGTD1_IPS",TT_Task,"61579",-,-,-,100,TK_Complete,03/11/2016,03/11/2016,23/01/2018,09/04/2018,"SI1HA-2-85 FS","SI1HA-2-85","SI1HA-3-25# FF,SI1HA-3D80 FS,SI1HA-3-25# SS","SI1HA-3-25#,SI1HA-3D80,SI1HA-3-25#",66,102,129,177,15,24,30,41,0,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Drums",1,1,0.0000012421,0.0006103764,0.002034588,446,0.0,0.0001099576,0.0068493151,0.0030769231,0.001875,0.0015665796,0.0064350064,1.0,0.0,0.0117674887
1.5.9.7.3-2,SI1HA-4D42,"TRANSPORT HRSG DRUMS",7112,"CCGTD1_IPS",TT_Task,"61579",-,-,-,100,TK_Complete,17/05/2018,17/04/2018,27/05/2018,26/04/2018,"SI1HA-3D80 FS","SI1HA-3D80","SI1HA-4-25# SS,SI1HA-4-25# FF,SI1HA-4D44 FS","SI1HA-4-25#,SI1HA-4-25#,SI1HA-4D44",146,178,147,179,34,41,34,41,28,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Drums",1,1,0.0000004968,0.0002034588,0.0024415056,10,1.0,0.0001503957,0.0068493151,0.0030769231,0.00075,0.0005221932,0.0077220077,0.0224215247,1.0,0.0283369572
1.5.9.7.3-3,SI1HA-3D80,"(RFS) READY FOR SHIPMENT HRSG DRUMS",7112,"CCGTD1_IPS",TT_Mile,"61579",-,-,-,100,TK_Complete,17/05/2018,17/04/2018,17/05/2018,17/04/2018,"SI1HA-3D25 FS","SI1HA-3D25","SI1HA-4D42 FS","SI1HA-4D42",146,178,146,178,34,41,34,41,28,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Drums",1,1,0.0000009109,0.0004069176,0.0022380468,0,1.0,0.0000812387,0.0068493151,0.0030769231,0.001375,0.0010443864,0.0070785071,0.0,1.0,0.0
1.5.9.7.3-4,SI1HA-4D44,"(OTD-OS) ON SITE HRSG DRUMS",7112,"CCGTD1_IPS",TT_FinMile,"61579",-,-,-,100,TK_Complete,27/05/2018,26/04/2018,27/05/2018,26/04/2018,"SI1HA-4D42 FS","SI1HA-4D42","","",147,179,147,179,34,41,34,41,29,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Drums",1,0,0.0,0.0,0.0026449644,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0083655084,0.0,1.0,0.0
1.5.9.7.4,61578,"Mechanical Equipment Modules",7112,"CCGTD1_IPS",WBS,"61570",,,,100,Complete,26/01/2018,13/01/2018,06/05/2018,08/04/2018,,,,,130,165,144,177,30,38,33,41,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING"
1.5.9.7.4-1,SI1HA-3C80,"(RFS) READY FOR SHIPMENT MODULES",7112,"CCGTD1_IPS",TT_Mile,"61578",-,-,-,100,TK_Complete,26/01/2018,13/01/2018,26/01/2018,13/01/2018,"","","SI1HA-4C44 FS","SI1HA-4C44",130,165,130,165,30,38,30,38,17,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Modules",0,1,0.0,0.0004069176,0.0,0,1.0,0.0000812387,0.0,0.0030769231,0.0,0.0010443864,0.0,0.0,1.0,0.0
1.5.9.7.4-2,SI1HA-4C42,"(OTD-OS) ON SITE MODULES",7112,"CCGTD1_IPS",TT_FinMile,"61578",-,-,-,100,TK_Complete,06/05/2018,08/04/2018,06/05/2018,08/04/2018,"SI1HA-4C44 FS","SI1HA-4C44","","",144,177,144,177,33,41,33,41,27,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Modules",1,0,0.0,0.0,0.0004069176,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0012870013,0.0,1.0,0.0
1.5.9.7.4-3,SI1HA-4C44,"TRANSPORT MODULES",7112,"CCGTD1_IPS",TT_Task,"61578",-,-,-,100,TK_Complete,26/03/2018,14/03/2018,06/04/2018,08/04/2018,"SI1HA-3C80 FS","SI1HA-3C80","SI1HA-4C42 FS","SI1HA-4C42",138,173,140,177,32,40,32,41,23,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Mechanical Equipment Modules",1,1,0.0000000414,0.0002034588,0.0002034588,11,0.0,0.0001503957,0.0068493151,0.0030769231,0.0000625,0.0005221932,0.0006435006,0.0246636771,0.0,0.0283369572
1.5.9.7.5,61577,"Steel Structure HRSG - Inlet & Outlet Duct",7112,"CCGTD1_IPS",WBS,"61570",,,,100,Complete,26/03/2018,30/01/2018,30/03/2018,08/03/2018,,,,,138,167,139,172,32,39,32,40,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING"
1.5.9.7.5-1,SI1HB-4E40,"(OTD-OS) ON SITE INLET & OUTLET DUCT",7112,"CCGTD1_IPS",TT_FinMile,"61577",-,-,-,100,TK_Complete,30/03/2018,08/03/2018,30/03/2018,08/03/2018,"SI1HB-4E42 FS","SI1HB-4E42","","",139,172,139,172,32,40,32,40,24,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Inlet & Outlet Duct",1,0,0.0,0.0,0.0004069176,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.0012870013,0.0,1.0,0.0
1.5.9.7.5-2,SI1HB-3E80,"(RFS) READY FOR SHIPMENT INLET & OUTLET DUCT",7112,"CCGTD1_IPS",TT_Mile,"61577",-,-,-,100,TK_Complete,26/03/2018,30/01/2018,26/03/2018,30/01/2018,"","","SI1HB-4E42 FS","SI1HB-4E42",138,167,138,167,32,39,32,39,23,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Inlet & Outlet Duct",0,1,0.0,0.0004069176,0.0,0,1.0,0.0000812387,0.0,0.0030769231,0.0,0.0010443864,0.0,0.0,1.0,0.0
1.5.9.7.5-3,SI1HB-4E42,"TRANSPORT INLET & OUTLET DUCT",7112,"CCGTD1_IPS",TT_Task,"61577",-,-,-,100,TK_Complete,26/03/2018,01/03/2018,30/03/2018,08/03/2018,"SI1HB-3E80 FS","SI1HB-3E80","SI1HB-4E40 FS","SI1HB-4E40",138,171,139,172,32,40,32,40,23,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Inlet & Outlet Duct",1,1,0.0000000414,0.0002034588,0.0002034588,4,0.6,0.0001503957,0.0068493151,0.0030769231,0.0000625,0.0005221932,0.0006435006,0.0089686099,0.6,0.0283369572
1.5.9.7.6,61576,"Steel Structure HRSG - Exhaust Stack",7112,"CCGTD1_IPS",WBS,"61570",,,,100,Complete,24/11/2016,24/11/2016,24/08/2018,30/08/2018,,,,,69,105,160,197,16,24,37,46,,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING"
1.5.9.7.6-1,SI1HB-4D40,"(OTD-OS) ON SITE EXHAUST STACK HRSG",7112,"CCGTD1_IPS",TT_FinMile,"61576",-,-,-,100,TK_Complete,24/08/2018,30/08/2018,24/08/2018,30/08/2018,"SI1HB-4D42 FS","SI1HB-4D42","","",160,197,160,197,37,46,37,46,35,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Exhaust Stack",1,0,0.0,0.0,0.0028484232,0,1.0,0.0000812387,0.0068493151,0.0,0.0,0.0,0.009009009,0.0,1.0,0.0
1.5.9.7.6-2,SI1HB-3D05,"BASIC AND DETAIL DESIGN / ORDERING STEEL STRUCTURE HRSG - STACK",7112,"CCGTD1_IPS",TT_Task,"61576",-,-,-,100,TK_Complete,24/11/2016,24/11/2016,15/02/2017,28/07/2017,"SI1HA-2-85 FS","SI1HA-2-85","SI1HB-3D25 FS,SI1HB-2D60 FS,SI1HB-3-25# SS,SI1HB-3-25# FF","SI1HB-3D25,SI1HB-2D60,SI1HB-3-25#,SI1HB-3-25#",69,105,81,141,16,24,18,32,0,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Exhaust Stack",1,2,0.0000028983,0.0014242116,0.002034588,83,0.0,0.0000865833,0.0068493151,0.0061538462,0.004375,0.0036553525,0.0064350064,0.1860986547,0.0,0.0021899138
1.5.9.7.6-3,SI1HB-3D25,"MANUFACTURING STEEL STRUCTURE HRSG - STACK",7112,"CCGTD1_IPS",TT_Task,"61576",-,-,-,100,TK_Complete,16/12/2017,30/11/2017,13/06/2018,17/08/2018,"SI1HB-3D05 FS","SI1HB-3D05","SI1HB-3-25# SS,SI1HB-3-25# FF,SI1HB-3D80 FS","SI1HB-3-25#,SI1HB-3-25#,SI1HB-3D80",124,158,150,196,29,37,35,45,16,,"CCGT D1_Integrated Programme Schedule;OEM (Engineering & Deliverables);BOILER AREA;STEAM GENERATOR BUILDING;Steel Structure HRSG - Exhaust Stack",1,1,0.0000013663,0.0006103764,0.0022380468,179,0.0,0.0001549436,0.0068493151,0.0030769231,0.0020625,0.0015665796,0.0070785071,0.4013452915,0.0,0.0302004372
